,zcta_o,zcta_d
9098,51,123
9099,51,124
9100,51,125
9101,51,126
9102,51,127
9103,51,128
9104,51,129
9105,51,130
9106,51,131
9107,51,132
9108,51,133
9109,51,134
9110,51,135
9111,51,136
9112,51,137
9113,51,138
9114,51,139
9115,51,140
9116,51,141
9117,51,142
9118,51,143
9119,51,144
9120,51,145
9121,51,146
9122,51,147
9123,51,148
9124,51,149
9125,51,150
9126,51,151
9127,51,152
9128,51,153
9129,51,154
9130,51,155
9131,51,156
9132,51,157
9133,51,158
9134,51,159
9135,51,160
9136,51,161
9137,51,162
9138,51,163
9139,51,164
9140,51,165
9141,51,166
9142,51,167
9143,51,168
9144,51,169
9145,51,170
9146,51,171
9147,51,172
9148,51,173
9149,51,174
9150,51,175
9151,51,176
9152,52,0
9153,52,1
9154,52,2
9155,52,3
9156,52,4
9157,52,5
9158,52,6
9159,52,7
9160,52,8
9161,52,9
9162,52,10
9163,52,11
9164,52,12
9165,52,13
9166,52,14
9167,52,15
9168,52,16
9169,52,17
9170,52,18
9171,52,19
9172,52,20
9173,52,21
9174,52,22
9175,52,23
9176,52,24
9177,52,25
9178,52,26
9179,52,27
9180,52,28
9181,52,29
9182,52,30
9183,52,31
9184,52,32
9185,52,33
9186,52,34
9187,52,35
9188,52,36
9189,52,37
9190,52,38
9191,52,39
9192,52,40
9193,52,41
9194,52,42
9195,52,43
9196,52,44
9197,52,45
9198,52,46
9199,52,47
9200,52,48
9201,52,49
9202,52,50
9203,52,51
9204,52,53
9205,52,54
9206,52,55
9207,52,56
9208,52,57
9209,52,58
9210,52,59
9211,52,60
9212,52,61
9213,52,62
9214,52,63
9215,52,64
9216,52,65
9217,52,66
9218,52,67
9219,52,68
9220,52,69
9221,52,70
9222,52,71
9223,52,72
9224,52,73
9225,52,74
9226,52,75
9227,52,76
9228,52,77
9229,52,78
9230,52,79
9231,52,80
9232,52,81
9233,52,82
9234,52,83
9235,52,84
9236,52,85
9237,52,86
9238,52,87
9239,52,88
9240,52,89
9241,52,90
9242,52,91
9243,52,92
9244,52,93
9245,52,94
9246,52,95
9247,52,96
9248,52,97
9249,52,98
9250,52,99
9251,52,100
9252,52,101
9253,52,102
9254,52,103
9255,52,104
9256,52,105
9257,52,106
9258,52,107
9259,52,108
9260,52,109
9261,52,110
9262,52,111
9263,52,112
9264,52,113
9265,52,114
9266,52,115
9267,52,116
9268,52,117
9269,52,118
9270,52,119
9271,52,120
9272,52,121
9273,52,122
9274,52,123
9275,52,124
9276,52,125
9277,52,126
9278,52,127
9279,52,128
9280,52,129
9281,52,130
9282,52,131
9283,52,132
9284,52,133
9285,52,134
9286,52,135
9287,52,136
9288,52,137
9289,52,138
9290,52,139
9291,52,140
9292,52,141
9293,52,142
9294,52,143
9295,52,144
9296,52,145
9297,52,146
9298,52,147
9299,52,148
9300,52,149
9301,52,150
9302,52,151
9303,52,152
9304,52,153
9305,52,154
9306,52,155
9307,52,156
9308,52,157
9309,52,158
9310,52,159
9311,52,160
9312,52,161
9313,52,162
9314,52,163
9315,52,164
9316,52,165
9317,52,166
9318,52,167
9319,52,168
9320,52,169
9321,52,170
9322,52,171
9323,52,172
9324,52,173
9325,52,174
9326,52,175
9327,52,176
9328,53,0
9329,53,1
9330,53,2
9331,53,3
9332,53,4
9333,53,5
9334,53,6
9335,53,7
9336,53,8
9337,53,9
9338,53,10
9339,53,11
9340,53,12
9341,53,13
9342,53,14
9343,53,15
9344,53,16
9345,53,17
9346,53,18
9347,53,19
9348,53,20
9349,53,21
9350,53,22
9351,53,23
9352,53,24
9353,53,25
9354,53,26
9355,53,27
9356,53,28
9357,53,29
9358,53,30
9359,53,31
9360,53,32
9361,53,33
9362,53,34
9363,53,35
9364,53,36
9365,53,37
9366,53,38
9367,53,39
9368,53,40
9369,53,41
9370,53,42
9371,53,43
9372,53,44
9373,53,45
9374,53,46
9375,53,47
9376,53,48
9377,53,49
9378,53,50
9379,53,51
9380,53,52
9381,53,54
9382,53,55
9383,53,56
9384,53,57
9385,53,58
9386,53,59
9387,53,60
9388,53,61
9389,53,62
9390,53,63
9391,53,64
9392,53,65
9393,53,66
9394,53,67
9395,53,68
9396,53,69
9397,53,70
9398,53,71
9399,53,72
9400,53,73
9401,53,74
9402,53,75
9403,53,76
9404,53,77
9405,53,78
9406,53,79
9407,53,80
9408,53,81
9409,53,82
9410,53,83
9411,53,84
9412,53,85
9413,53,86
9414,53,87
9415,53,88
9416,53,89
9417,53,90
9418,53,91
9419,53,92
9420,53,93
9421,53,94
9422,53,95
9423,53,96
9424,53,97
9425,53,98
9426,53,99
9427,53,100
9428,53,101
9429,53,102
9430,53,103
9431,53,104
9432,53,105
9433,53,106
9434,53,107
9435,53,108
9436,53,109
9437,53,110
9438,53,111
9439,53,112
9440,53,113
9441,53,114
9442,53,115
9443,53,116
9444,53,117
9445,53,118
9446,53,119
9447,53,120
9448,53,121
9449,53,122
9450,53,123
9451,53,124
9452,53,125
9453,53,126
9454,53,127
9455,53,128
9456,53,129
9457,53,130
9458,53,131
9459,53,132
9460,53,133
9461,53,134
9462,53,135
9463,53,136
9464,53,137
9465,53,138
9466,53,139
9467,53,140
9468,53,141
9469,53,142
9470,53,143
9471,53,144
9472,53,145
9473,53,146
9474,53,147
9475,53,148
9476,53,149
9477,53,150
9478,53,151
9479,53,152
9480,53,153
9481,53,154
9482,53,155
9483,53,156
9484,53,157
9485,53,158
9486,53,159
9487,53,160
9488,53,161
9489,53,162
9490,53,163
9491,53,164
9492,53,165
9493,53,166
9494,53,167
9495,53,168
9496,53,169
9497,53,170
9498,53,171
9499,53,172
9500,53,173
9501,53,174
9502,53,175
9503,53,176
9504,54,0
9505,54,1
9506,54,2
9507,54,3
9508,54,4
9509,54,5
9510,54,6
9511,54,7
9512,54,8
9513,54,9
9514,54,10
9515,54,11
9516,54,12
9517,54,13
9518,54,14
9519,54,15
9520,54,16
9521,54,17
9522,54,18
9523,54,19
9524,54,20
9525,54,21
9526,54,22
9527,54,23
9528,54,24
9529,54,25
9530,54,26
9531,54,27
9532,54,28
9533,54,29
9534,54,30
9535,54,31
9536,54,32
9537,54,33
9538,54,34
9539,54,35
9540,54,36
9541,54,37
9542,54,38
9543,54,39
9544,54,40
9545,54,41
9546,54,42
9547,54,43
9548,54,44
9549,54,45
9550,54,46
9551,54,47
9552,54,48
9553,54,49
9554,54,50
9555,54,51
9556,54,52
9557,54,53
9558,54,55
9559,54,56
9560,54,57
9561,54,58
9562,54,59
9563,54,60
9564,54,61
9565,54,62
9566,54,63
9567,54,64
9568,54,65
9569,54,66
9570,54,67
9571,54,68
9572,54,69
9573,54,70
9574,54,71
9575,54,72
9576,54,73
9577,54,74
9578,54,75
9579,54,76
9580,54,77
9581,54,78
9582,54,79
9583,54,80
9584,54,81
9585,54,82
9586,54,83
9587,54,84
9588,54,85
9589,54,86
9590,54,87
9591,54,88
9592,54,89
9593,54,90
9594,54,91
9595,54,92
9596,54,93
9597,54,94
9598,54,95
9599,54,96
9600,54,97
9601,54,98
9602,54,99
9603,54,100
9604,54,101
9605,54,102
9606,54,103
9607,54,104
9608,54,105
9609,54,106
9610,54,107
9611,54,108
9612,54,109
9613,54,110
9614,54,111
9615,54,112
9616,54,113
9617,54,114
9618,54,115
9619,54,116
9620,54,117
9621,54,118
9622,54,119
9623,54,120
9624,54,121
9625,54,122
9626,54,123
9627,54,124
9628,54,125
9629,54,126
9630,54,127
9631,54,128
9632,54,129
9633,54,130
9634,54,131
9635,54,132
9636,54,133
9637,54,134
9638,54,135
9639,54,136
9640,54,137
9641,54,138
9642,54,139
9643,54,140
9644,54,141
9645,54,142
9646,54,143
9647,54,144
9648,54,145
9649,54,146
9650,54,147
9651,54,148
9652,54,149
9653,54,150
9654,54,151
9655,54,152
9656,54,153
9657,54,154
9658,54,155
9659,54,156
9660,54,157
9661,54,158
9662,54,159
9663,54,160
9664,54,161
9665,54,162
9666,54,163
9667,54,164
9668,54,165
9669,54,166
9670,54,167
9671,54,168
9672,54,169
9673,54,170
9674,54,171
9675,54,172
9676,54,173
9677,54,174
9678,54,175
9679,54,176
9680,55,0
9681,55,1
9682,55,2
9683,55,3
9684,55,4
9685,55,5
9686,55,6
9687,55,7
9688,55,8
9689,55,9
9690,55,10
9691,55,11
9692,55,12
9693,55,13
9694,55,14
9695,55,15
9696,55,16
9697,55,17
9698,55,18
9699,55,19
9700,55,20
9701,55,21
9702,55,22
9703,55,23
9704,55,24
9705,55,25
9706,55,26
9707,55,27
9708,55,28
9709,55,29
9710,55,30
9711,55,31
9712,55,32
9713,55,33
9714,55,34
9715,55,35
9716,55,36
9717,55,37
9718,55,38
9719,55,39
9720,55,40
9721,55,41
9722,55,42
9723,55,43
9724,55,44
9725,55,45
9726,55,46
9727,55,47
9728,55,48
9729,55,49
9730,55,50
9731,55,51
9732,55,52
9733,55,53
9734,55,54
9735,55,56
9736,55,57
9737,55,58
9738,55,59
9739,55,60
9740,55,61
9741,55,62
9742,55,63
9743,55,64
9744,55,65
9745,55,66
9746,55,67
9747,55,68
9748,55,69
9749,55,70
9750,55,71
9751,55,72
9752,55,73
9753,55,74
9754,55,75
9755,55,76
9756,55,77
9757,55,78
9758,55,79
9759,55,80
9760,55,81
9761,55,82
9762,55,83
9763,55,84
9764,55,85
9765,55,86
9766,55,87
9767,55,88
9768,55,89
9769,55,90
9770,55,91
9771,55,92
9772,55,93
9773,55,94
9774,55,95
9775,55,96
9776,55,97
9777,55,98
9778,55,99
9779,55,100
9780,55,101
9781,55,102
9782,55,103
9783,55,104
9784,55,105
9785,55,106
9786,55,107
9787,55,108
9788,55,109
9789,55,110
9790,55,111
9791,55,112
9792,55,113
9793,55,114
9794,55,115
9795,55,116
9796,55,117
9797,55,118
9798,55,119
9799,55,120
9800,55,121
9801,55,122
9802,55,123
9803,55,124
9804,55,125
9805,55,126
9806,55,127
9807,55,128
9808,55,129
9809,55,130
9810,55,131
9811,55,132
9812,55,133
9813,55,134
9814,55,135
9815,55,136
9816,55,137
9817,55,138
9818,55,139
9819,55,140
9820,55,141
9821,55,142
9822,55,143
9823,55,144
9824,55,145
9825,55,146
9826,55,147
9827,55,148
9828,55,149
9829,55,150
9830,55,151
9831,55,152
9832,55,153
9833,55,154
9834,55,155
9835,55,156
9836,55,157
9837,55,158
9838,55,159
9839,55,160
9840,55,161
9841,55,162
9842,55,163
9843,55,164
9844,55,165
9845,55,166
9846,55,167
9847,55,168
9848,55,169
9849,55,170
9850,55,171
9851,55,172
9852,55,173
9853,55,174
9854,55,175
9855,55,176
9856,56,0
9857,56,1
9858,56,2
9859,56,3
9860,56,4
9861,56,5
9862,56,6
9863,56,7
9864,56,8
9865,56,9
9866,56,10
9867,56,11
9868,56,12
9869,56,13
9870,56,14
9871,56,15
9872,56,16
9873,56,17
9874,56,18
9875,56,19
9876,56,20
9877,56,21
9878,56,22
9879,56,23
9880,56,24
9881,56,25
9882,56,26
9883,56,27
9884,56,28
9885,56,29
9886,56,30
9887,56,31
9888,56,32
9889,56,33
9890,56,34
9891,56,35
9892,56,36
9893,56,37
9894,56,38
9895,56,39
9896,56,40
9897,56,41
9898,56,42
9899,56,43
9900,56,44
9901,56,45
9902,56,46
9903,56,47
9904,56,48
9905,56,49
9906,56,50
9907,56,51
9908,56,52
9909,56,53
9910,56,54
9911,56,55
9912,56,57
9913,56,58
9914,56,59
9915,56,60
9916,56,61
9917,56,62
9918,56,63
9919,56,64
9920,56,65
9921,56,66
9922,56,67
9923,56,68
9924,56,69
9925,56,70
9926,56,71
9927,56,72
9928,56,73
9929,56,74
9930,56,75
9931,56,76
9932,56,77
9933,56,78
9934,56,79
9935,56,80
9936,56,81
9937,56,82
9938,56,83
9939,56,84
9940,56,85
9941,56,86
9942,56,87
9943,56,88
9944,56,89
9945,56,90
9946,56,91
9947,56,92
9948,56,93
9949,56,94
9950,56,95
9951,56,96
9952,56,97
9953,56,98
9954,56,99
9955,56,100
9956,56,101
9957,56,102
9958,56,103
9959,56,104
9960,56,105
9961,56,106
9962,56,107
9963,56,108
9964,56,109
9965,56,110
9966,56,111
9967,56,112
9968,56,113
9969,56,114
9970,56,115
9971,56,116
9972,56,117
9973,56,118
9974,56,119
9975,56,120
9976,56,121
9977,56,122
9978,56,123
9979,56,124
9980,56,125
9981,56,126
9982,56,127
9983,56,128
9984,56,129
9985,56,130
9986,56,131
9987,56,132
9988,56,133
9989,56,134
9990,56,135
9991,56,136
9992,56,137
9993,56,138
9994,56,139
9995,56,140
9996,56,141
9997,56,142
9998,56,143
9999,56,144
10000,56,145
10001,56,146
10002,56,147
10003,56,148
10004,56,149
10005,56,150
10006,56,151
10007,56,152
10008,56,153
10009,56,154
10010,56,155
10011,56,156
10012,56,157
10013,56,158
10014,56,159
10015,56,160
10016,56,161
10017,56,162
10018,56,163
10019,56,164
10020,56,165
10021,56,166
10022,56,167
10023,56,168
10024,56,169
10025,56,170
10026,56,171
10027,56,172
10028,56,173
10029,56,174
10030,56,175
10031,56,176
10032,57,0
10033,57,1
10034,57,2
10035,57,3
10036,57,4
10037,57,5
10038,57,6
10039,57,7
10040,57,8
10041,57,9
10042,57,10
10043,57,11
10044,57,12
10045,57,13
10046,57,14
10047,57,15
10048,57,16
10049,57,17
10050,57,18
10051,57,19
10052,57,20
10053,57,21
10054,57,22
10055,57,23
10056,57,24
10057,57,25
10058,57,26
10059,57,27
10060,57,28
10061,57,29
10062,57,30
10063,57,31
10064,57,32
10065,57,33
10066,57,34
10067,57,35
10068,57,36
10069,57,37
10070,57,38
10071,57,39
10072,57,40
10073,57,41
10074,57,42
10075,57,43
10076,57,44
10077,57,45
10078,57,46
10079,57,47
10080,57,48
10081,57,49
10082,57,50
10083,57,51
10084,57,52
10085,57,53
10086,57,54
10087,57,55
10088,57,56
10089,57,58
10090,57,59
10091,57,60
10092,57,61
10093,57,62
10094,57,63
10095,57,64
10096,57,65
10097,57,66
10098,57,67
10099,57,68
10100,57,69
10101,57,70
10102,57,71
10103,57,72
10104,57,73
10105,57,74
10106,57,75
10107,57,76
10108,57,77
10109,57,78
10110,57,79
10111,57,80
10112,57,81
10113,57,82
10114,57,83
10115,57,84
10116,57,85
10117,57,86
10118,57,87
10119,57,88
10120,57,89
10121,57,90
10122,57,91
10123,57,92
10124,57,93
10125,57,94
10126,57,95
10127,57,96
10128,57,97
10129,57,98
10130,57,99
10131,57,100
10132,57,101
10133,57,102
10134,57,103
10135,57,104
10136,57,105
10137,57,106
10138,57,107
10139,57,108
10140,57,109
10141,57,110
10142,57,111
10143,57,112
10144,57,113
10145,57,114
10146,57,115
10147,57,116
10148,57,117
10149,57,118
10150,57,119
10151,57,120
10152,57,121
10153,57,122
10154,57,123
10155,57,124
10156,57,125
10157,57,126
10158,57,127
10159,57,128
10160,57,129
10161,57,130
10162,57,131
10163,57,132
10164,57,133
10165,57,134
10166,57,135
10167,57,136
10168,57,137
10169,57,138
10170,57,139
10171,57,140
10172,57,141
10173,57,142
10174,57,143
10175,57,144
10176,57,145
10177,57,146
10178,57,147
10179,57,148
10180,57,149
10181,57,150
10182,57,151
10183,57,152
10184,57,153
10185,57,154
10186,57,155
10187,57,156
10188,57,157
10189,57,158
10190,57,159
10191,57,160
10192,57,161
10193,57,162
10194,57,163
10195,57,164
10196,57,165
10197,57,166
10198,57,167
10199,57,168
10200,57,169
10201,57,170
10202,57,171
10203,57,172
10204,57,173
10205,57,174
10206,57,175
10207,57,176
10208,58,0
10209,58,1
10210,58,2
10211,58,3
10212,58,4
10213,58,5
10214,58,6
10215,58,7
10216,58,8
10217,58,9
10218,58,10
10219,58,11
10220,58,12
10221,58,13
10222,58,14
10223,58,15
10224,58,16
10225,58,17
10226,58,18
10227,58,19
10228,58,20
10229,58,21
10230,58,22
10231,58,23
10232,58,24
10233,58,25
10234,58,26
10235,58,27
10236,58,28
10237,58,29
10238,58,30
10239,58,31
10240,58,32
10241,58,33
10242,58,34
10243,58,35
10244,58,36
10245,58,37
10246,58,38
10247,58,39
10248,58,40
10249,58,41
10250,58,42
10251,58,43
10252,58,44
10253,58,45
10254,58,46
10255,58,47
10256,58,48
10257,58,49
10258,58,50
10259,58,51
10260,58,52
10261,58,53
10262,58,54
10263,58,55
10264,58,56
10265,58,57
10266,58,59
10267,58,60
10268,58,61
10269,58,62
10270,58,63
10271,58,64
10272,58,65
10273,58,66
10274,58,67
10275,58,68
10276,58,69
10277,58,70
10278,58,71
10279,58,72
10280,58,73
10281,58,74
10282,58,75
10283,58,76
10284,58,77
10285,58,78
10286,58,79
10287,58,80
10288,58,81
10289,58,82
10290,58,83
10291,58,84
10292,58,85
10293,58,86
10294,58,87
10295,58,88
10296,58,89
10297,58,90
10298,58,91
10299,58,92
10300,58,93
10301,58,94
10302,58,95
10303,58,96
10304,58,97
10305,58,98
10306,58,99
10307,58,100
10308,58,101
10309,58,102
10310,58,103
10311,58,104
10312,58,105
10313,58,106
10314,58,107
10315,58,108
10316,58,109
10317,58,110
10318,58,111
10319,58,112
10320,58,113
10321,58,114
10322,58,115
10323,58,116
10324,58,117
10325,58,118
10326,58,119
10327,58,120
10328,58,121
10329,58,122
10330,58,123
10331,58,124
10332,58,125
10333,58,126
10334,58,127
10335,58,128
10336,58,129
10337,58,130
10338,58,131
10339,58,132
10340,58,133
10341,58,134
10342,58,135
10343,58,136
10344,58,137
10345,58,138
10346,58,139
10347,58,140
10348,58,141
10349,58,142
10350,58,143
10351,58,144
10352,58,145
10353,58,146
10354,58,147
10355,58,148
10356,58,149
10357,58,150
10358,58,151
10359,58,152
10360,58,153
10361,58,154
10362,58,155
10363,58,156
10364,58,157
10365,58,158
10366,58,159
10367,58,160
10368,58,161
10369,58,162
10370,58,163
10371,58,164
10372,58,165
10373,58,166
10374,58,167
10375,58,168
10376,58,169
10377,58,170
10378,58,171
10379,58,172
10380,58,173
10381,58,174
10382,58,175
10383,58,176
10384,59,0
10385,59,1
10386,59,2
10387,59,3
10388,59,4
10389,59,5
10390,59,6
10391,59,7
10392,59,8
10393,59,9
10394,59,10
10395,59,11
10396,59,12
10397,59,13
10398,59,14
10399,59,15
10400,59,16
10401,59,17
10402,59,18
10403,59,19
10404,59,20
10405,59,21
10406,59,22
10407,59,23
10408,59,24
10409,59,25
10410,59,26
10411,59,27
10412,59,28
10413,59,29
10414,59,30
10415,59,31
10416,59,32
10417,59,33
10418,59,34
10419,59,35
10420,59,36
10421,59,37
10422,59,38
10423,59,39
10424,59,40
10425,59,41
10426,59,42
10427,59,43
10428,59,44
10429,59,45
10430,59,46
10431,59,47
10432,59,48
10433,59,49
10434,59,50
10435,59,51
10436,59,52
10437,59,53
10438,59,54
10439,59,55
10440,59,56
10441,59,57
10442,59,58
10443,59,60
10444,59,61
10445,59,62
10446,59,63
10447,59,64
10448,59,65
10449,59,66
10450,59,67
10451,59,68
10452,59,69
10453,59,70
10454,59,71
10455,59,72
10456,59,73
10457,59,74
10458,59,75
10459,59,76
10460,59,77
10461,59,78
10462,59,79
10463,59,80
10464,59,81
10465,59,82
10466,59,83
10467,59,84
10468,59,85
10469,59,86
10470,59,87
10471,59,88
10472,59,89
10473,59,90
10474,59,91
10475,59,92
10476,59,93
10477,59,94
10478,59,95
10479,59,96
10480,59,97
10481,59,98
10482,59,99
10483,59,100
10484,59,101
10485,59,102
10486,59,103
10487,59,104
10488,59,105
10489,59,106
10490,59,107
10491,59,108
10492,59,109
10493,59,110
10494,59,111
10495,59,112
10496,59,113
10497,59,114
10498,59,115
10499,59,116
10500,59,117
10501,59,118
10502,59,119
10503,59,120
10504,59,121
10505,59,122
10506,59,123
10507,59,124
10508,59,125
10509,59,126
10510,59,127
10511,59,128
10512,59,129
10513,59,130
10514,59,131
10515,59,132
10516,59,133
10517,59,134
10518,59,135
10519,59,136
10520,59,137
10521,59,138
10522,59,139
10523,59,140
10524,59,141
10525,59,142
10526,59,143
10527,59,144
10528,59,145
10529,59,146
10530,59,147
10531,59,148
10532,59,149
10533,59,150
10534,59,151
10535,59,152
10536,59,153
10537,59,154
10538,59,155
10539,59,156
10540,59,157
10541,59,158
10542,59,159
10543,59,160
10544,59,161
10545,59,162
10546,59,163
10547,59,164
10548,59,165
10549,59,166
10550,59,167
10551,59,168
10552,59,169
10553,59,170
10554,59,171
10555,59,172
10556,59,173
10557,59,174
10558,59,175
10559,59,176
10560,60,0
10561,60,1
10562,60,2
10563,60,3
10564,60,4
10565,60,5
10566,60,6
10567,60,7
10568,60,8
10569,60,9
10570,60,10
10571,60,11
10572,60,12
10573,60,13
10574,60,14
10575,60,15
10576,60,16
10577,60,17
10578,60,18
10579,60,19
10580,60,20
10581,60,21
10582,60,22
10583,60,23
10584,60,24
10585,60,25
10586,60,26
10587,60,27
10588,60,28
10589,60,29
10590,60,30
10591,60,31
10592,60,32
10593,60,33
10594,60,34
10595,60,35
10596,60,36
10597,60,37
10598,60,38
10599,60,39
10600,60,40
10601,60,41
10602,60,42
10603,60,43
10604,60,44
10605,60,45
10606,60,46
10607,60,47
10608,60,48
10609,60,49
10610,60,50
10611,60,51
10612,60,52
10613,60,53
10614,60,54
10615,60,55
10616,60,56
10617,60,57
10618,60,58
10619,60,59
10620,60,61
10621,60,62
10622,60,63
10623,60,64
10624,60,65
10625,60,66
10626,60,67
10627,60,68
10628,60,69
10629,60,70
10630,60,71
10631,60,72
10632,60,73
10633,60,74
10634,60,75
10635,60,76
10636,60,77
10637,60,78
10638,60,79
10639,60,80
10640,60,81
10641,60,82
10642,60,83
10643,60,84
10644,60,85
10645,60,86
10646,60,87
10647,60,88
10648,60,89
10649,60,90
10650,60,91
10651,60,92
10652,60,93
10653,60,94
10654,60,95
10655,60,96
10656,60,97
10657,60,98
10658,60,99
10659,60,100
10660,60,101
10661,60,102
10662,60,103
10663,60,104
10664,60,105
10665,60,106
10666,60,107
10667,60,108
10668,60,109
10669,60,110
10670,60,111
10671,60,112
10672,60,113
10673,60,114
10674,60,115
10675,60,116
10676,60,117
10677,60,118
10678,60,119
10679,60,120
10680,60,121
10681,60,122
10682,60,123
10683,60,124
10684,60,125
10685,60,126
10686,60,127
10687,60,128
10688,60,129
10689,60,130
10690,60,131
10691,60,132
10692,60,133
10693,60,134
10694,60,135
10695,60,136
10696,60,137
10697,60,138
10698,60,139
10699,60,140
10700,60,141
10701,60,142
10702,60,143
10703,60,144
10704,60,145
10705,60,146
10706,60,147
10707,60,148
10708,60,149
10709,60,150
10710,60,151
10711,60,152
10712,60,153
10713,60,154
10714,60,155
10715,60,156
10716,60,157
10717,60,158
10718,60,159
10719,60,160
10720,60,161
10721,60,162
10722,60,163
10723,60,164
10724,60,165
10725,60,166
10726,60,167
10727,60,168
10728,60,169
10729,60,170
10730,60,171
10731,60,172
10732,60,173
10733,60,174
10734,60,175
10735,60,176
10736,61,0
10737,61,1
10738,61,2
10739,61,3
10740,61,4
10741,61,5
10742,61,6
10743,61,7
10744,61,8
10745,61,9
10746,61,10
10747,61,11
10748,61,12
10749,61,13
10750,61,14
10751,61,15
10752,61,16
10753,61,17
10754,61,18
10755,61,19
10756,61,20
10757,61,21
10758,61,22
10759,61,23
10760,61,24
10761,61,25
10762,61,26
10763,61,27
10764,61,28
10765,61,29
10766,61,30
10767,61,31
10768,61,32
10769,61,33
10770,61,34
10771,61,35
10772,61,36
10773,61,37
10774,61,38
10775,61,39
10776,61,40
10777,61,41
10778,61,42
10779,61,43
10780,61,44
10781,61,45
10782,61,46
10783,61,47
10784,61,48
10785,61,49
10786,61,50
10787,61,51
10788,61,52
10789,61,53
10790,61,54
10791,61,55
10792,61,56
10793,61,57
10794,61,58
10795,61,59
10796,61,60
10797,61,62
10798,61,63
10799,61,64
10800,61,65
10801,61,66
10802,61,67
10803,61,68
10804,61,69
10805,61,70
10806,61,71
10807,61,72
10808,61,73
10809,61,74
10810,61,75
10811,61,76
10812,61,77
10813,61,78
10814,61,79
10815,61,80
10816,61,81
10817,61,82
10818,61,83
10819,61,84
10820,61,85
10821,61,86
10822,61,87
10823,61,88
10824,61,89
10825,61,90
10826,61,91
10827,61,92
10828,61,93
10829,61,94
10830,61,95
10831,61,96
10832,61,97
10833,61,98
10834,61,99
10835,61,100
10836,61,101
10837,61,102
10838,61,103
10839,61,104
10840,61,105
10841,61,106
10842,61,107
10843,61,108
10844,61,109
10845,61,110
10846,61,111
10847,61,112
10848,61,113
10849,61,114
10850,61,115
10851,61,116
10852,61,117
10853,61,118
10854,61,119
10855,61,120
10856,61,121
10857,61,122
10858,61,123
10859,61,124
10860,61,125
10861,61,126
10862,61,127
10863,61,128
10864,61,129
10865,61,130
10866,61,131
10867,61,132
10868,61,133
10869,61,134
10870,61,135
10871,61,136
10872,61,137
10873,61,138
10874,61,139
10875,61,140
10876,61,141
10877,61,142
10878,61,143
10879,61,144
10880,61,145
10881,61,146
10882,61,147
10883,61,148
10884,61,149
10885,61,150
10886,61,151
10887,61,152
10888,61,153
10889,61,154
10890,61,155
10891,61,156
10892,61,157
10893,61,158
10894,61,159
10895,61,160
10896,61,161
10897,61,162
10898,61,163
10899,61,164
10900,61,165
10901,61,166
10902,61,167
10903,61,168
10904,61,169
10905,61,170
10906,61,171
10907,61,172
10908,61,173
10909,61,174
10910,61,175
10911,61,176
10912,62,0
10913,62,1
10914,62,2
10915,62,3
10916,62,4
10917,62,5
10918,62,6
10919,62,7
10920,62,8
10921,62,9
10922,62,10
10923,62,11
10924,62,12
10925,62,13
10926,62,14
10927,62,15
10928,62,16
10929,62,17
10930,62,18
10931,62,19
10932,62,20
10933,62,21
10934,62,22
10935,62,23
10936,62,24
10937,62,25
10938,62,26
10939,62,27
10940,62,28
10941,62,29
10942,62,30
10943,62,31
10944,62,32
10945,62,33
10946,62,34
10947,62,35
10948,62,36
10949,62,37
10950,62,38
10951,62,39
10952,62,40
10953,62,41
10954,62,42
10955,62,43
10956,62,44
10957,62,45
10958,62,46
10959,62,47
10960,62,48
10961,62,49
10962,62,50
10963,62,51
10964,62,52
10965,62,53
10966,62,54
10967,62,55
10968,62,56
10969,62,57
10970,62,58
10971,62,59
10972,62,60
10973,62,61
10974,62,63
10975,62,64
10976,62,65
10977,62,66
10978,62,67
10979,62,68
10980,62,69
10981,62,70
10982,62,71
10983,62,72
10984,62,73
10985,62,74
10986,62,75
10987,62,76
10988,62,77
10989,62,78
10990,62,79
10991,62,80
10992,62,81
10993,62,82
10994,62,83
10995,62,84
10996,62,85
10997,62,86
10998,62,87
10999,62,88
11000,62,89
11001,62,90
11002,62,91
11003,62,92
11004,62,93
11005,62,94
11006,62,95
11007,62,96
11008,62,97
11009,62,98
11010,62,99
11011,62,100
11012,62,101
11013,62,102
11014,62,103
11015,62,104
11016,62,105
11017,62,106
11018,62,107
11019,62,108
11020,62,109
11021,62,110
11022,62,111
11023,62,112
11024,62,113
11025,62,114
11026,62,115
11027,62,116
11028,62,117
11029,62,118
11030,62,119
11031,62,120
11032,62,121
11033,62,122
11034,62,123
11035,62,124
11036,62,125
11037,62,126
11038,62,127
11039,62,128
11040,62,129
11041,62,130
11042,62,131
11043,62,132
11044,62,133
11045,62,134
11046,62,135
11047,62,136
11048,62,137
11049,62,138
11050,62,139
11051,62,140
11052,62,141
11053,62,142
11054,62,143
11055,62,144
11056,62,145
11057,62,146
11058,62,147
11059,62,148
11060,62,149
11061,62,150
11062,62,151
11063,62,152
11064,62,153
11065,62,154
11066,62,155
11067,62,156
11068,62,157
11069,62,158
11070,62,159
11071,62,160
11072,62,161
11073,62,162
11074,62,163
11075,62,164
11076,62,165
11077,62,166
11078,62,167
11079,62,168
11080,62,169
11081,62,170
11082,62,171
11083,62,172
11084,62,173
11085,62,174
11086,62,175
11087,62,176
11088,63,0
11089,63,1
11090,63,2
11091,63,3
11092,63,4
11093,63,5
11094,63,6
11095,63,7
